Location,Crime_Type,Time,DateOccurred,Investigation Status,CrimeCode,Comments
SAFDARJUNG ENCLAVE,theft,14:15,2019-09-22,Unknown,Unknown,Missing information
PREETVIHAR,assualt murders,05:53,2020-03-13,Unknown,C8431,Missing information
ZAFRABAD,sexual harassement,09:02,2020-03-31,Closed,C4795,-
SOUTH CAMPUS,robbery,21:21,2020-04-10,Open,C1356,-
RANI BAGH,robbery,02:48,2020-04-26,Closed,C4924,-
CONNAUGHT PLACE,robbery,14:39,2019-09-05,Open,C3149,Missing information
JAMIA NAGAR,robbery,06:20,2020-01-01,Under Investigation,C3569,-
MANSAROVAR PARK,rape,21:14,2020-01-13,Closed,C2209,-
KALKAJI,gangrape,01:10,2019-07-28,Under Investigation,C6253,-
SAKET,gangrape,07:10,2019-08-20,Closed,C1265,Missing information
KHYALA,robbery,12:33,2019-10-11,Closed,C7894,-
SARAI ROHILLA,rape,07:22,2020-01-08,Under Investigation,C3655,-
KN KATJU MARG,murder,16:37,2020-01-18,Open,C6167,Missing information
SUBZIMANDI,gangrape,11:46,2020-02-07,Under Investigation,C7075,-
DARYA GANJ,gangrape,17:16,2019-07-04,Closed,C1680,-
JAFFARPUR KALAN,gangrape,18:57,2020-05-21,Under Investigation,C6180,-
SARAI ROHILLA,theft,01:35,2019-09-27,Under Investigation,C7856,-
BADAR PUR,theft,18:23,2019-08-06,Under Investigation,C6187,-
JAFFARPUR KALAN,theft,06:06,2020-05-02,Closed,C3675,-
MAURYA ENCLAVE,robbery,17:37,2020-02-26,Unknown,Unknown,Missing information
DWARKA SOUTH,rape,12:46,2020-05-21,Closed,C8585,-
GHAZIPUR,theft,20:26,2019-09-22,Closed,C2872,-
PAHARGANJ,rape,21:10,2020-01-25,Open,C8423,-
KANJHAWALA,theft,05:03,2020-05-06,Under Investigation,C3957,-
NARELA,sexual harassement,11:34,2020-01-02,Open,C3671,-
ROHINI SOUTH,assualt murders,06:48,2020-04-27,Closed,C9271,-
PARLIAMENT STREET,gangrape,20:29,2020-04-30,Under Investigation,C2792,-
HARSH VIHAR,robbery,12:59,2019-07-29,Closed,C5891,-
BHALSWA DAIRY,gangrape,01:26,2019-10-27,Closed,C8775,-
OKHLA,murder,14:59,2019-09-04,Open,C2174,-
NABI KARIM,theft,12:08,2019-09-02,Closed,C3381,-
NEW ASHOK NAGAR,gangrape,21:35,2020-03-07,Closed,C2868,-
MAYA PURI,murder,12:20,2019-12-07,Closed,C5408,-
CONNAUGHT PLACE,sexual harassement,05:43,2020-03-26,Under Investigation,C9425,-
MUNDKA,rape,11:50,2019-11-09,Open,C5702,-
KIRTI NAGAR,assualt murders,00:44,2019-09-29,Open,C3642,-
CHANDNI MAHAL,assualt murders,15:47,2019-12-13,Open,C1122,-
LAHORI GATE,sexual harassement,15:06,2020-02-28,Unknown,Unknown,Missing information
LAJPAT NAGAR,murder,16:06,2020-02-19,Under Investigation,C9701,-
CHHAWLA,murder,17:13,2019-12-10,Unknown,Unknown,Missing information
AMAR COLONY,theft,16:35,2019-10-15,Unknown,Unknown,Missing information
SHALIMAR BAGH,robbery,02:08,2020-06-14,Open,Unknown,Missing information
BEGUM PUR,murder,23:13,2020-05-14,Under Investigation,C9852,-
NEW ASHOK NAGAR,assualt murders,06:20,2019-12-04,Unknown,Unknown,Missing information
SHAHBAD DAIRY,sexual harassement,20:49,2020-05-07,Open,C7212,-
MAHENDRA PARK,robbery,06:15,2019-10-09,Open,C6244,-
ZAFRABAD,sexual harassement,09:51,2020-06-18,Closed,C2916,-
BARAKHAMBA ROAD,rape,17:06,2020-02-17,Closed,C6419,-
KASHMERE GATE,gangrape,12:19,2019-11-16,Under Investigation,C9392,-
LAJPAT NAGAR,murder,14:54,2020-06-07,Unknown,C8892,Missing information
DWARKA NORTH,rape,14:20,2019-07-15,Under Investigation,C4771,-
ROOP NAGAR,murder,13:04,2020-03-07,Under Investigation,C1219,-
GHAZIPUR,robbery,11:51,2019-08-28,Unknown,C3927,Missing information
ROHINI NORTH,sexual harassement,01:56,2019-09-10,Open,C2788,-
SAGARPUR,murder,23:48,2019-09-03,Closed,C5382,Missing information
PRASHANT VIHAR,assualt murders,22:54,2020-03-11,Open,C3232,-
VASANT KUNJ NORTH,gangrape,02:48,2020-02-05,Open,C7550,-
SUBHASH PLACE,gangrape,14:29,2019-06-25,Open,C5590,-
NABI KARIM,assualt murders,15:33,2020-03-15,Under Investigation,Unknown,Missing information
BAWANA,rape,17:03,2019-12-16,Under Investigation,C5016,-
GHAZIPUR,assualt murders,06:36,2020-02-21,Open,C6350,-
HAUZ KHAS,sexual harassement,13:14,2020-05-20,Unknown,Unknown,Missing information
BHAJANPURI,theft,21:23,2020-03-10,Under Investigation,C7549,-
KALKAJI,sexual harassement,17:12,2020-01-13,Closed,C9125,-
SUBZIMANDI,gangrape,05:53,2020-03-05,Closed,C8727,-
KASHMERE GATE,robbery,17:28,2019-10-01,Under Investigation,C3496,-
AMAR COLONY,murder,18:42,2019-07-01,Open,C3538,-
BURARI,theft,09:56,2019-09-29,Under Investigation,C4621,-
KAMLA MARKET,theft,00:21,2019-08-16,Open,Unknown,Missing information
G.T.B. ENCLAVE,murder,11:05,2020-02-23,Closed,C5975,-
SAFDARJUNG ENCLAVE,theft,18:48,2020-01-21,Open,C6350,-
ALIPUR,sexual harassement,12:40,2020-04-08,Closed,C4833,-
BURARI,assualt murders,00:29,2020-05-29,Under Investigation,C1245,-
BEGUM PUR,rape,00:46,2020-04-24,Open,C7465,-
SWARUP NAGAR,theft,02:16,2020-02-03,Open,C8927,-
SAROJINI NAGAR,assualt murders,18:08,2019-09-28,Open,C2430,-
KRISHNA NAGAR,gangrape,17:12,2020-05-17,Open,C6841,-
PREETVIHAR,rape,18:56,2019-11-22,Closed,C7481,-
BHARAT NAGAR,robbery,06:24,2020-01-23,Open,C7979,-
NEW USMANPUR,murder,02:45,2019-07-13,Open,C5067,-
INDERPURI,murder,19:01,2019-12-06,Closed,C4091,-
ROOP NAGAR,rape,16:01,2020-05-23,Open,C1937,-
TUGLAK ROAD,murder,01:10,2019-09-30,Closed,C4114,-
CHANAKYAPURI,gangrape,13:44,2020-06-04,Closed,C9552,-
VASANT KUNJ NORTH,sexual harassement,07:31,2020-06-17,Open,C5670,-
MUKHERJI NAGAR,gangrape,13:43,2019-08-08,Under Investigation,C4103,Missing information
KESHAV PURAM,murder,00:33,2019-06-25,Under Investigation,C4743,-
NEB SARAI,sexual harassement,17:05,2019-09-04,Open,C8239,-
CHANDNI MAHAL,sexual harassement,16:35,2020-04-22,Closed,C3664,-
TUGLAK ROAD,gangrape,02:57,2019-09-08,Open,Unknown,Missing information
NEW ASHOK NAGAR,assualt murders,08:44,2019-08-22,Open,C6316,-
VIJAY VIHAR,robbery,01:52,2020-06-01,Open,C9980,-
BINDAPUR,rape,18:04,2019-11-25,Open,C7305,-
GEETA COLONY,theft,02:34,2019-09-20,Closed,C3040,-
PRASHANT VIHAR,murder,04:41,2020-02-07,Open,C4885,-
VASANT KUNJ NORTH,murder,02:12,2019-10-25,Under Investigation,C6846,-
JANAK PURI,assualt murders,02:57,2019-11-14,Open,C4553,-
UTTAM NAGAR,rape,07:55,2020-01-15,Closed,C6914,-
PANDAV NAGAR,rape,00:50,2020-05-21,Unknown,C7099,Missing information
BAWANA,rape,12:23,2019-12-12,Closed,C2725,-
KESHAV PURAM,robbery,00:23,2019-06-27,Closed,C8199,-
PASCHIM VIHAR,sexual harassement,13:53,2019-11-26,Unknown,Unknown,Missing information
SAFDARJUNG ENCLAVE,theft,08:05,2019-11-22,Under Investigation,Unknown,Missing information
PAHARGANJ,robbery,04:35,2020-02-23,Open,C1573,-
HAUZ KHAS,sexual harassement,11:35,2019-09-07,Closed,C7653,-
CIVIL LINES,assualt murders,20:08,2019-07-29,Unknown,C8452,Missing information
SAMAYPURBADLI,rape,00:41,2019-07-16,Open,C7648,-
D.B.G ROAD,assualt murders,12:53,2019-08-07,Under Investigation,C6618,-
GHAZIPUR,robbery,15:59,2019-07-10,Open,C9765,-
PARSHAD NAGAR,theft,06:30,2019-06-25,Under Investigation,C3888,-
NANGLOI,assualt murders,07:01,2019-09-24,Open,C6134,-
GOVIND PURI,rape,05:52,2020-01-29,Closed,C4215,-
MAURYA ENCLAVE,assualt murders,11:51,2019-11-17,Under Investigation,C1698,-
MALVIYA NAGAR,murder,18:37,2019-10-07,Unknown,C6700,Missing information
KIRTI NAGAR,sexual harassement,22:44,2020-01-17,Open,C4181,-
MEHRAULI,rape,02:16,2020-03-07,Under Investigation,C8928,Missing information
SHAHBAD DAIRY,sexual harassement,14:26,2020-01-15,Closed,C6530,-
RAJOURI GARDEN,theft,05:26,2020-01-16,Open,C8189,-
KALKAJI,gangrape,11:29,2020-02-22,Under Investigation,C2145,-
DABRI,theft,03:19,2020-06-06,Open,C4610,-
SAKET,rape,17:17,2020-01-28,Closed,C8097,-
ADRASH NAGAR,murder,05:04,2019-11-30,Closed,C6059,-
MAURICE NAGAR,rape,13:19,2019-08-21,Closed,C7413,-
TIMARPUR,sexual harassement,16:20,2019-08-14,Closed,C4128,-
MEHRAULI,gangrape,18:49,2019-10-10,Open,C4438,-
GULABIBAGH,robbery,05:11,2019-08-17,Unknown,C8014,Missing information
TILAK MARG,rape,14:32,2020-02-09,Open,C3409,-
GHAZIPUR,assualt murders,00:35,2019-08-07,Closed,C7596,-
JAFFARPUR KALAN,gangrape,08:31,2019-11-01,Closed,Unknown,Missing information
SULTAN PURI,theft,05:01,2019-08-21,Closed,C8369,-
GOKULPURI,robbery,09:38,2020-05-03,Open,C3223,-
MOTI NAGAR,robbery,01:31,2020-02-25,Under Investigation,C3124,-
BABA HARI DAS NAGAR,murder,18:46,2019-09-18,Closed,C7933,-
MALVIYA NAGAR,theft,22:56,2019-10-17,Unknown,C2071,Missing information
PUNJABI BAGH,murder,01:15,2020-05-14,Open,C8610,-
SARITA VIHAR,rape,22:53,2019-07-16,Closed,C1521,-
LODHI COLONY,murder,01:31,2020-02-21,Open,C6725,-
VIJAY VIHAR,assualt murders,12:24,2019-08-15,Closed,C2702,-
CHITRANJAN PARK,rape,17:04,2020-03-09,Closed,C3041,Missing information
MUNDKA,sexual harassement,12:20,2019-09-13,Open,C8938,-
JAMIA NAGAR,robbery,16:04,2020-03-17,Closed,C9627,-
DWARKA SOUTH,sexual harassement,22:34,2020-02-07,Closed,C2938,-
PUNJABI BAGH,theft,15:51,2020-04-26,Closed,Unknown,Missing information
PANDAV NAGAR,robbery,17:16,2019-09-28,Unknown,C9498,Missing information
RAJOURI GARDEN,murder,04:18,2019-11-12,Open,C1769,-
JAMIA NAGAR,robbery,07:51,2019-10-25,Closed,C6939,-
MAYA PURI,robbery,22:58,2019-08-15,Closed,C3062,-
KAROL BAGH,theft,02:33,2019-08-05,Closed,C3397,-
CHANDNI MAHAL,sexual harassement,03:28,2019-12-03,Closed,C1799,-
MADHUVIHAR,sexual harassement,08:41,2020-03-08,Unknown,Unknown,Missing information
JAMA MASJID,murder,20:58,2019-09-30,Closed,C7613,-
SUNLIGHT COLONY,robbery,10:54,2019-09-24,Closed,C7225,-
TUGLAK ROAD,rape,01:45,2020-01-10,Under Investigation,C7357,-
KIRTI NAGAR,theft,05:50,2019-07-05,Under Investigation,C7680,-
BAWANA,murder,15:45,2019-09-22,Open,C5422,-
MODEL TOWN,sexual harassement,16:43,2019-09-06,Open,Unknown,Missing information
GOVIND PURI,robbery,02:40,2020-03-10,Closed,C9249,-
NANDNAGARI,murder,20:45,2019-07-21,Open,C2917,-
SARITA VIHAR,gangrape,22:08,2020-05-31,Closed,C7163,-
ANANDVIHAR,rape,17:05,2019-07-01,Under Investigation,C3819,-
MALVIYA NAGAR,gangrape,19:24,2020-02-13,Closed,C1903,-
TUGLAK ROAD,theft,02:57,2020-06-18,Under Investigation,C2052,-
WELCOME,assualt murders,15:50,2020-03-01,Closed,C2495,-
ROHINI NORTH,robbery,15:11,2020-03-23,Closed,C7538,-
DARYA GANJ,theft,18:45,2020-03-22,Closed,C1539,-
TUGLAK ROAD,theft,08:49,2020-03-21,Closed,C5156,-
SHAHBAD DAIRY,robbery,09:38,2019-06-28,Open,C6518,-
RAJOURI GARDEN,robbery,11:22,2020-06-11,Under Investigation,C7568,-
CHITRANJAN PARK,rape,18:03,2019-09-06,Closed,Unknown,Missing information
MUKHERJI NAGAR,theft,17:43,2020-02-22,Under Investigation,C2325,-
UTTAM NAGAR,theft,00:02,2019-10-19,Open,C1107,-
RAJOURI GARDEN,rape,07:10,2019-08-06,Open,Unknown,Missing information
PARSHAD NAGAR,assualt murders,21:40,2020-03-16,Under Investigation,C6461,-
VIJAY VIHAR,sexual harassement,04:36,2020-05-10,Closed,C8926,-
BHAJANPURI,theft,02:19,2020-02-14,Under Investigation,C7022,-
KHAJURIKHAS,sexual harassement,21:00,2020-05-22,Open,C2444,-
LAJPAT NAGAR,gangrape,17:32,2020-06-18,Closed,C5794,-
PARSHAD NAGAR,robbery,01:05,2019-11-13,Under Investigation,C7680,-
HAUZQAZI,gangrape,00:15,2019-12-27,Under Investigation,C1150,-
ANANDVIHAR,assualt murders,05:03,2020-01-02,Under Investigation,C1809,Missing information
BHAJANPURI,assualt murders,08:18,2019-08-10,Under Investigation,C3268,-
VIVEKVIHAR,assualt murders,16:10,2019-07-08,Open,C7471,-
MANSAROVAR PARK,sexual harassement,01:41,2020-05-17,Open,C3755,-
PRASHANT VIHAR,robbery,17:45,2019-09-16,Unknown,C3818,Missing information
BABA HARI DAS NAGAR,theft,04:00,2019-10-29,Open,C1147,-
RANI BAGH,murder,16:35,2019-06-25,Closed,C7207,-
BABA HARI DAS NAGAR,gangrape,19:46,2020-06-10,Closed,C8275,-
BABA HARI DAS NAGAR,rape,10:32,2019-12-13,Under Investigation,C4898,-
PRASHANT VIHAR,robbery,09:28,2020-02-02,Under Investigation,C5914,-
NIHAL VIHAR,rape,20:09,2019-11-09,Under Investigation,C2883,-
JAMIA NAGAR,assualt murders,06:10,2020-04-24,Under Investigation,C6204,-
HARSH VIHAR,murder,11:34,2019-07-15,Closed,C3878,-
HAUZ KHAS,theft,05:21,2019-11-25,Under Investigation,Unknown,Missing information
KAPASHERA,sexual harassement,06:29,2020-02-04,Under Investigation,C5258,-
BEGUM PUR,assualt murders,07:10,2019-09-12,Open,C1575,-
ANANDVIHAR,theft,02:49,2020-02-09,Under Investigation,C2790,Missing information
GOKULPURI,assualt murders,02:58,2020-01-24,Closed,C9384,-
SONIA VIHAR,gangrape,08:00,2019-10-25,Under Investigation,C7756,-
MANSAROVAR PARK,gangrape,10:09,2020-03-24,Closed,C2012,-
BAWANA,murder,18:14,2019-12-01,Open,C1989,-
ADRASH NAGAR,robbery,04:32,2019-09-13,Under Investigation,C4384,-
GREATER KAILASH,assualt murders,18:46,2019-10-06,Closed,C6743,-
NANGLOI,rape,11:25,2019-08-15,Open,C2767,-
LODHI COLONY,murder,15:24,2019-09-06,Closed,C6718,-
BHARAT NAGAR,theft,03:16,2019-09-21,Under Investigation,C8042,-
MADHUVIHAR,murder,14:18,2019-10-13,Under Investigation,C7202,-
CHITRANJAN PARK,murder,10:33,2020-06-09,Closed,C9089,-
GANDHI NAGAR,sexual harassement,07:52,2020-05-29,Closed,C3228,-
MADHUVIHAR,murder,10:36,2019-12-14,Under Investigation,C8905,-
BARAKHAMBA ROAD,murder,03:34,2019-09-25,Open,Unknown,Missing information
SAFDARJUNG ENCLAVE,murder,17:28,2019-08-09,Closed,C2109,-
BINDAPUR,sexual harassement,15:20,2019-10-21,Under Investigation,C1350,-
KASHMERE GATE,rape,12:04,2020-04-11,Unknown,C7917,Missing information
BHAJANPURI,assualt murders,11:36,2019-09-19,Closed,C7033,-
SULTAN PURI,murder,06:02,2020-04-26,Open,C4677,-
MANSAROVAR PARK,theft,16:08,2019-09-09,Unknown,C1759,Missing information
MANSAROVAR PARK,murder,10:15,2020-03-18,Closed,C4712,-
KIRTI NAGAR,robbery,08:02,2019-10-18,Under Investigation,C6115,-
MALVIYA NAGAR,rape,20:26,2020-03-17,Open,C2272,-
MANSAROVAR PARK,sexual harassement,11:02,2020-01-11,Under Investigation,C6300,-
LAJPAT NAGAR,assualt murders,23:47,2020-01-25,Under Investigation,C2018,-
ALIPUR,sexual harassement,06:39,2019-09-01,Closed,C3759,-
RANJIT NAGAR,gangrape,23:26,2020-04-27,Open,C7974,-
MIANWALI NAGAR,theft,02:51,2019-11-16,Under Investigation,C8843,-
MAURYA ENCLAVE,theft,21:34,2020-04-18,Open,C4496,-
MANGOLPURI,murder,22:05,2019-12-28,Under Investigation,C1451,-
CHANAKYAPURI,theft,19:25,2019-08-05,Open,C3795,-
NIHAL VIHAR,rape,21:09,2019-12-27,Unknown,Unknown,Missing information
NEW ASHOK NAGAR,robbery,17:47,2019-12-21,Under Investigation,C2486,-
BADAR PUR,sexual harassement,15:14,2019-08-03,Closed,C7536,-
KOTALA MUBARAK PUR,rape,20:44,2019-12-05,Closed,C5767,-
NAJAFGARH,assualt murders,22:04,2019-10-01,Under Investigation,C6143,-
GHAZIPUR,assualt murders,20:40,2020-03-13,Under Investigation,C1278,-
MAYURVIHAR,assualt murders,06:49,2019-08-24,Under Investigation,C1233,-
BABA HARI DAS NAGAR,theft,23:59,2019-11-11,Unknown,C8562,Missing information
SEEMAPURI,gangrape,18:09,2020-03-12,Under Investigation,C5750,-
JAFFARPUR KALAN,rape,10:24,2020-04-16,Unknown,Unknown,Missing information
SANGAM VIHAR,theft,11:45,2020-02-07,Under Investigation,C4379,-
UTTAM NAGAR,murder,22:50,2020-02-07,Closed,C3984,-
BABA HARI DAS NAGAR,assualt murders,18:04,2020-05-03,Open,C8028,-
JYOTI NAGAR,robbery,12:11,2020-03-14,Closed,C7785,-
MANSAROVAR PARK,theft,23:37,2019-10-13,Open,C8160,-
CHHAWLA,robbery,15:52,2019-11-08,Under Investigation,C9655,-
PREETVIHAR,murder,19:11,2020-04-11,Open,C5999,-
NEB SARAI,assualt murders,04:28,2019-11-20,Open,C2793,-
VIVEKVIHAR,gangrape,12:54,2020-03-12,Under Investigation,C3554,-
MAURYA ENCLAVE,gangrape,21:47,2019-12-06,Open,C9073,-
RAJOURI GARDEN,assualt murders,08:50,2019-07-04,Open,C3000,-
KALYANPURI,theft,23:39,2020-05-06,Under Investigation,C9196,-
RAJOURI GARDEN,robbery,12:32,2020-03-28,Closed,C9206,-
ANAND PARBAT,assualt murders,02:16,2019-09-18,Open,C2491,-
KANJHAWALA,robbery,10:51,2020-01-02,Closed,C4186,-
VASANT VIHAR,gangrape,15:16,2020-04-28,Open,C5603,-
KAPASHERA,murder,18:45,2020-06-08,Open,C3105,-
DELHI CANTT,rape,17:23,2019-07-16,Closed,C8032,-
PAHARGANJ,assualt murders,04:23,2020-03-23,Closed,C7834,-
MAHENDRA PARK,rape,06:06,2019-08-27,Unknown,C2597,Missing information
BARAKHAMBA ROAD,gangrape,06:14,2019-12-14,Closed,C5215,-
BAWANA,rape,05:03,2020-03-02,Closed,C1767,-
VASANT KUNJ NORTH,murder,19:09,2019-09-21,Unknown,Unknown,Missing information
PULPRAHLAD PUR,murder,05:17,2020-04-03,Open,Unknown,Missing information
GREATER KAILASH,robbery,12:55,2019-10-14,Open,C2060,-
NEW ASHOK NAGAR,robbery,14:25,2020-03-01,Under Investigation,C6787,-
GANDHI NAGAR,robbery,19:56,2019-09-28,Under Investigation,C8945,-
KAPASHERA,assualt murders,21:22,2020-04-16,Under Investigation,C7343,-
SANGAM VIHAR,theft,18:56,2019-12-03,Under Investigation,C4191,-
SUNLIGHT COLONY,theft,15:29,2020-03-25,Closed,C7454,Missing information
PARSHAD NAGAR,theft,04:55,2020-01-22,Closed,C4602,-
SWARUP NAGAR,murder,21:47,2020-03-13,Closed,C1659,-
TILAK MARG,rape,01:42,2020-02-24,Open,C5901,-
H. N. DIN,rape,04:19,2020-06-06,Under Investigation,C7086,-
SANGAM VIHAR,theft,06:54,2019-12-02,Open,C3163,-
KHAJURIKHAS,assualt murders,01:07,2020-04-25,Closed,Unknown,Missing information
SULTAN PURI,rape,08:36,2019-08-30,Under Investigation,C8278,Missing information
SAROJINI NAGAR,assualt murders,23:25,2019-08-21,Open,C2931,-
WELCOME,theft,13:43,2019-09-05,Unknown,Unknown,Missing information
PANDAV NAGAR,theft,09:35,2019-12-21,Under Investigation,C1937,-
CHANAKYAPURI,murder,04:16,2020-03-08,Open,Unknown,Missing information
SHAHDARA,assualt murders,10:06,2020-04-25,Under Investigation,C6319,-
AMAR COLONY,assualt murders,16:22,2020-01-19,Closed,C2915,-
GANDHI NAGAR,murder,20:08,2020-02-25,Open,C8463,-
MODEL TOWN,rape,07:22,2020-06-04,Closed,C2083,-
MAYA PURI,robbery,03:57,2020-04-23,Unknown,C6242,Missing information
SHAHBAD DAIRY,assualt murders,11:54,2020-03-03,Under Investigation,C5862,-
RANI BAGH,rape,06:05,2019-08-10,Under Investigation,C7491,-
SHAHBAD DAIRY,theft,15:40,2020-02-29,Closed,C9329,-
NEW ASHOK NAGAR,theft,07:38,2019-11-13,Under Investigation,C7359,-
SARITA VIHAR,murder,02:29,2020-02-14,Open,C6336,-
ROOP NAGAR,theft,17:43,2019-10-26,Under Investigation,C7270,-
DELHI CANTT,theft,04:11,2019-10-22,Open,C4403,-
LAJPAT NAGAR,rape,07:21,2019-12-05,Closed,C4303,-
DEFENCE COLONY,sexual harassement,03:25,2019-11-23,Closed,C3463,-
PARSHAD NAGAR,murder,01:51,2020-05-06,Under Investigation,C7681,-
DABRI,murder,12:45,2019-11-11,Under Investigation,Unknown,Missing information
ROHINI SOUTH,gangrape,08:10,2019-07-08,Open,C6466,-
BARAKHAMBA ROAD,assualt murders,22:12,2020-03-27,Closed,C8965,-
CIVIL LINES,rape,19:43,2019-10-09,Closed,C6292,-
ADRASH NAGAR,assualt murders,11:50,2020-05-28,Closed,C1962,-
TIMARPUR,assualt murders,20:25,2019-09-19,Under Investigation,C9439,-
ANANDVIHAR,gangrape,06:23,2019-12-10,Closed,Unknown,Missing information
BADAR PUR,gangrape,02:18,2019-10-25,Under Investigation,C2801,-
MUKHERJI NAGAR,theft,05:15,2020-01-14,Under Investigation,C6729,-
SAFDARJUNG ENCLAVE,gangrape,02:55,2020-03-11,Under Investigation,C9574,-
FARASH BAZAR,gangrape,07:02,2020-04-03,Unknown,C4146,Missing information
KIRTI NAGAR,robbery,03:23,2020-05-04,Unknown,Unknown,Missing information
BADAR PUR,gangrape,00:27,2019-12-11,Under Investigation,C2995,-
PASCHIM VIHAR,rape,05:06,2020-06-16,Closed,Unknown,Missing information
WELCOME,robbery,04:00,2020-01-09,Open,C1927,-
NEW FRIENDS COLONY,assualt murders,04:46,2020-05-12,Closed,C2324,Missing information
BINDAPUR,rape,22:44,2020-02-28,Unknown,C6252,Missing information
GANDHI NAGAR,sexual harassement,03:57,2020-06-08,Closed,C7831,-
DEFENCE COLONY,sexual harassement,03:59,2020-05-20,Closed,C5696,-
HARI NAGAR,gangrape,15:48,2020-04-21,Unknown,Unknown,Missing information
GOVIND PURI,assualt murders,20:22,2019-10-28,Closed,Unknown,Missing information
KASHMERE GATE,gangrape,00:41,2019-10-27,Closed,C5845,-
ROHINI SOUTH,gangrape,23:57,2019-11-19,Unknown,C7319,Missing information
HAUZ KHAS,murder,15:05,2019-10-05,Open,C9080,-
SHAKARPUR,assualt murders,04:37,2019-07-25,Closed,C6171,-
DWARKA SEC-23,robbery,02:40,2020-02-04,Open,C5084,-
SAROJINI NAGAR,murder,03:54,2019-09-20,Under Investigation,C6544,-
PATEL NAGAR,assualt murders,17:07,2019-10-10,Closed,C9992,-
GULABIBAGH,sexual harassement,14:27,2019-07-18,Open,C5674,Missing information
BAWANA,murder,16:13,2020-01-30,Open,C3118,-
ALIPUR,gangrape,02:19,2020-04-02,Open,C1375,-
MAYA PURI,rape,20:39,2020-06-12,Open,C8824,-
DWARKA SEC-23,theft,01:57,2020-04-24,Under Investigation,C2678,-
BADAR PUR,assualt murders,23:41,2019-08-16,Under Investigation,C4244,-
NANGLOI,theft,20:14,2019-07-11,Closed,C4566,-
MEHRAULI,murder,21:23,2020-01-17,Open,C2559,-
MUKHERJI NAGAR,theft,04:56,2020-01-22,Closed,C3999,-
VASANT KUNJ SOUTH,murder,23:12,2020-05-06,Under Investigation,C4307,-
PALAM VILLAGE,robbery,03:01,2019-08-25,Under Investigation,C6990,-
BAWANA,sexual harassement,10:47,2020-02-23,Closed,C8729,-
PALAM VILLAGE,theft,01:04,2020-04-23,Under Investigation,C6673,-
BARAKHAMBA ROAD,sexual harassement,04:00,2020-04-29,Under Investigation,C6038,Missing information
KALYANPURI,robbery,15:54,2019-10-24,Under Investigation,C1148,-
NEW ASHOK NAGAR,assualt murders,01:55,2020-01-07,Under Investigation,C7292,-
BABA HARI DAS NAGAR,rape,01:50,2019-10-08,Unknown,C8140,Missing information
BARAKHAMBA ROAD,murder,06:36,2020-03-14,Under Investigation,C1146,-
VASANT KUNJ SOUTH,rape,11:13,2020-05-11,Closed,C1360,-
KALKAJI,assualt murders,12:32,2019-09-24,Under Investigation,C4015,Missing information
ASHOK VIHAR,assualt murders,06:10,2019-11-22,Open,C7307,-
HARI NAGAR,rape,19:22,2020-02-12,Closed,C2902,-
FATEHPUR BERI,murder,02:25,2019-12-06,Closed,C8397,-
KANJHAWALA,assualt murders,17:19,2020-03-08,Open,C4853,-
NANGLOI,rape,16:21,2020-05-22,Open,C8883,-
GREATER KAILASH,theft,23:45,2020-04-25,Closed,C5795,-
NABI KARIM,murder,14:38,2019-07-28,Closed,C1432,-
